x,y,Exact u,Numerical w,Abs Error
0.4375,0.25,10.9375,10.937499999999996,3.552713678800501e-15
0.5,0.25,12.5,12.5,0.0
0.5625,0.25,14.0625,14.0625,0.0
0.625,0.25,15.625,15.624999999999993,7.105427357601002e-15
0.6875,0.25,17.1875,17.187499999999996,3.552713678800501e-15
0.75,0.25,18.75,18.749999999999996,3.552713678800501e-15
0.8125,0.25,20.3125,20.312500000000004,3.552713678800501e-15
0.875,0.25,21.875,21.875000000000007,7.105427357601002e-15
0.9375,0.25,23.4375,23.437500000000004,3.552713678800501e-15
1.0,0.25,25.0,25.0,0.0
0.0,0.3125,0.0,0.0,0.0
0.0625,0.3125,1.953125,1.953124999999999,1.1102230246251565e-15
0.125,0.3125,3.90625,3.906249999999996,3.9968028886505635e-15
0.1875,0.3125,5.859375,5.859374999999993,7.105427357601002e-15
0.25,0.3125,7.8125,7.812499999999991,8.881784197001252e-15
0.3125,0.3125,9.765625,9.765624999999993,7.105427357601002e-15
0.375,0.3125,11.71875,11.718749999999993,7.105427357601002e-15
0.4375,0.3125,13.671875,13.671874999999995,5.329070518200751e-15
0.5,0.3125,15.625,15.624999999999993,7.105427357601002e-15
0.5625,0.3125,17.578125,17.578124999999996,3.552713678800501e-15
0.625,0.3125,19.53125,19.531249999999993,7.105427357601002e-15
0.6875,0.3125,21.484375,21.484374999999993,7.105427357601002e-15
0.75,0.3125,23.4375,23.437499999999996,3.552713678800501e-15
0.8125,0.3125,25.390625,25.390625,0.0
0.875,0.3125,27.34375,27.34375000000001,1.0658141036401503e-14
0.9375,0.3125,29.296875,29.29687500000001,1.0658141036401503e-14
1.0,0.3125,31.25,31.25,0.0
0.0,0.375,0.0,0.0,0.0
0.0625,0.375,2.34375,2.343749999999998,2.220446049250313e-15
0.125,0.375,4.6875,4.687499999999996,4.440892098500626e-15
0.1875,0.375,7.03125,7.031249999999991,8.881784197001252e-15
0.25,0.375,9.375,9.37499999999999,1.0658141036401503e-14
0.3125,0.375,11.71875,11.71874999999999,1.0658141036401503e-14
0.375,0.375,14.0625,14.062499999999993,7.105427357601002e-15
0.4375,0.375,16.40625,16.406249999999993,7.105427357601002e-15
0.5,0.375,18.75,18.749999999999993,7.105427357601002e-15
0.5625,0.375,21.09375,21.09374999999999,1.0658141036401503e-14
0.625,0.375,23.4375,23.43749999999999,1.0658141036401503e-14
0.6875,0.375,25.78125,25.781249999999993,7.105427357601002e-15
0.75,0.375,28.125,28.125000000000004,3.552713678800501e-15
0.8125,0.375,30.46875,30.46875000000001,1.0658141036401503e-14
0.875,0.375,32.8125,32.81250000000001,7.105427357601002e-15
0.9375,0.375,35.15625,35.15625000000001,7.105427357601002e-15
1.0,0.375,37.5,37.5,0.0
0.0,0.4375,0.0,0.0,0.0
0.0625,0.4375,2.734375,2.7343749999999973,2.6645352591003757e-15
0.125,0.4375,5.46875,5.468749999999995,5.329070518200751e-15
0.1875,0.4375,8.203125,8.203124999999991,8.881784197001252e-15
0.25,0.4375,10.9375,10.937499999999988,1.2434497875801753e-14
0.3125,0.4375,13.671875,13.671874999999988,1.2434497875801753e-14
0.375,0.4375,16.40625,16.406249999999993,7.105427357601002e-15
0.4375,0.4375,19.140625,19.140624999999996,3.552713678800501e-15
0.5,0.4375,21.875,21.874999999999996,3.552713678800501e-15
0.5625,0.4375,24.609375,24.609374999999993,7.105427357601002e-15
0.625,0.4375,27.34375,27.343749999999993,7.105427357601002e-15
0.6875,0.4375,30.078125,30.078124999999996,3.552713678800501e-15
0.75,0.4375,32.8125,32.812500000000014,1.4210854715202004e-14
0.8125,0.4375,35.546875,35.546875000000014,1.4210854715202004e-14
0.875,0.4375,38.28125,38.28125,0.0
0.9375,0.4375,41.015625,41.015625,0.0
1.0,0.4375,43.75,43.75,0.0
0.0,0.5,0.0,0.0,0.0
0.0625,0.5,3.125,3.124999999999997,3.1086244689504383e-15
0.125,0.5,6.25,6.249999999999993,7.105427357601002e-15
0.1875,0.5,9.375,9.374999999999991,8.881784197001252e-15
0.25,0.5,12.5,12.499999999999984,1.5987211554602254e-14
0.3125,0.5,15.625,15.624999999999986,1.4210854715202004e-14
0.375,0.5,18.75,18.74999999999999,1.0658141036401503e-14
0.4375,0.5,21.875,21.875,0.0
0.5,0.5,25.0,24.999999999999996,3.552713678800501e-15
0.5625,0.5,28.125,28.124999999999996,3.552713678800501e-15
0.625,0.5,31.25,31.249999999999996,3.552713678800501e-15
0.6875,0.5,34.375,34.375,0.0
0.75,0.5,37.5,37.50000000000001,7.105427357601002e-15
0.8125,0.5,40.625,40.62500000000001,7.105427357601002e-15
0.875,0.5,43.75,43.74999999999999,7.105427357601002e-15
0.9375,0.5,46.875,46.875,0.0
1.0,0.5,50.0,50.0,0.0
0.0,0.5625,0.0,0.0,0.0
0.0625,0.5625,3.515625,3.5156249999999964,3.552713678800501e-15
0.125,0.5625,7.03125,7.031249999999992,7.993605777301127e-15
0.1875,0.5625,10.546875,10.54687499999999,1.0658141036401503e-14
0.25,0.5625,14.0625,14.062499999999986,1.4210854715202004e-14
0.3125,0.5625,17.578125,17.578124999999982,1.7763568394002505e-14
0.375,0.5625,21.09375,21.09374999999999,1.0658141036401503e-14
0.4375,0.5625,24.609375,24.609375,0.0
0.5,0.5625,28.125,28.125,0.0
0.5625,0.5625,31.640625,31.640624999999996,3.552713678800501e-15
0.625,0.5625,35.15625,35.15625,0.0
0.6875,0.5625,38.671875,38.671875,0.0
0.75,0.5625,42.1875,42.1875,0.0
0.8125,0.5625,45.703125,45.703125,0.0
0.875,0.5625,49.21875,49.21874999999999,7.105427357601002e-15
0.9375,0.5625,52.734375,52.734375,0.0
1.0,0.5625,56.25,56.25,0.0
0.0,0.625,0.0,0.0,0.0
0.0625,0.625,3.90625,3.906249999999997,3.1086244689504383e-15
0.125,0.625,7.8125,7.812499999999993,7.105427357601002e-15
0.1875,0.625,11.71875,11.718749999999991,8.881784197001252e-15
0.25,0.625,15.625,15.62499999999999,1.0658141036401503e-14
0.3125,0.625,19.53125,19.531249999999982,1.7763568394002505e-14
0.375,0.625,23.4375,23.437499999999986,1.4210854715202004e-14
0.4375,0.625,27.34375,27.343749999999993,7.105427357601002e-15
0.5,0.625,31.25,31.249999999999996,3.552713678800501e-15
0.5625,0.625,35.15625,35.15625,0.0
0.625,0.625,39.0625,39.0625,0.0
0.6875,0.625,42.96875,42.968750000000014,1.4210854715202004e-14
0.75,0.625,46.875,46.875,0.0
0.8125,0.625,50.78125,50.781250000000014,1.4210854715202004e-14
0.875,0.625,54.6875,54.687500000000014,1.4210854715202004e-14
0.9375,0.625,58.59375,58.59375000000001,7.105427357601002e-15
1.0,0.625,62.5,62.5,0.0
0.0,0.6875,0.0,0.0,0.0
0.0625,0.6875,4.296875,4.296874999999999,8.881784197001252e-16
0.125,0.6875,8.59375,8.593749999999996,3.552713678800501e-15
0.1875,0.6875,12.890625,12.890624999999993,7.105427357601002e-15
0.25,0.6875,17.1875,17.187499999999993,7.105427357601002e-15
0.3125,0.6875,21.484375,21.484374999999986,1.4210854715202004e-14
0.375,0.6875,25.78125,25.781249999999996,3.552713678800501e-15
0.4375,0.6875,30.078125,30.078124999999993,7.105427357601002e-15
0.5,0.6875,34.375,34.37499999999999,7.105427357601002e-15
0.5625,0.6875,38.671875,38.67187499999999,7.105427357601002e-15
0.625,0.6875,42.96875,42.968749999999986,1.4210854715202004e-14
0.6875,0.6875,47.265625,47.265624999999986,1.4210854715202004e-14
0.75,0.6875,51.5625,51.56249999999999,7.105427357601002e-15
0.8125,0.6875,55.859375,55.859375000000014,1.4210854715202004e-14
0.875,0.6875,60.15625,60.156250000000014,1.4210854715202004e-14
0.9375,0.6875,64.453125,64.45312499999999,1.4210854715202004e-14
1.0,0.6875,68.75,68.75,0.0
0.0,0.75,0.0,0.0,0.0
0.0625,0.75,4.6875,4.687499999999999,8.881784197001252e-16
0.125,0.75,9.375,9.374999999999998,1.7763568394002505e-15
0.1875,0.75,14.0625,14.062499999999995,5.329070518200751e-15
0.25,0.75,18.75,18.749999999999993,7.105427357601002e-15
0.3125,0.75,23.4375,23.437499999999993,7.105427357601002e-15
0.375,0.75,28.125,28.125,0.0
0.4375,0.75,32.8125,32.8125,0.0
0.5,0.75,37.5,37.5,0.0
0.5625,0.75,42.1875,42.187499999999986,1.4210854715202004e-14
0.625,0.75,46.875,46.87499999999999,7.105427357601002e-15
0.6875,0.75,51.5625,51.56249999999999,7.105427357601002e-15
0.75,0.75,56.25,56.25000000000001,7.105427357601002e-15
0.8125,0.75,60.9375,60.93750000000002,2.1316282072803006e-14
0.875,0.75,65.625,65.625,0.0
0.9375,0.75,70.3125,70.3125,0.0
1.0,0.75,75.0,75.0,0.0
0.0,0.8125,0.0,0.0,0.0
0.0625,0.8125,5.078125,5.078124999999999,8.881784197001252e-16
0.125,0.8125,10.15625,10.156249999999998,1.7763568394002505e-15
0.1875,0.8125,15.234375,15.234375,0.0
0.25,0.8125,20.3125,20.3125,0.0
0.3125,0.8125,25.390625,25.390625,0.0
0.375,0.8125,30.46875,30.468750000000004,3.552713678800501e-15
0.4375,0.8125,35.546875,35.546875,0.0
0.5,0.8125,40.625,40.625,0.0
0.5625,0.8125,45.703125,45.70312499999998,2.1316282072803006e-14
0.625,0.8125,50.78125,50.781249999999986,1.4210854715202004e-14
0.6875,0.8125,55.859375,55.859375,0.0
0.75,0.8125,60.9375,60.93750000000001,7.105427357601002e-15
0.8125,0.8125,66.015625,66.01562500000001,1.4210854715202004e-14
0.875,0.8125,71.09375,71.09375000000001,1.4210854715202004e-14
0.9375,0.8125,76.171875,76.171875,0.0
1.0,0.8125,81.25,81.25,0.0
0.0,0.875,0.0,0.0,0.0
0.0625,0.875,5.46875,5.46875,0.0
0.125,0.875,10.9375,10.937500000000002,1.7763568394002505e-15
0.1875,0.875,16.40625,16.406250000000004,3.552713678800501e-15
0.25,0.875,21.875,21.875000000000004,3.552713678800501e-15
0.3125,0.875,27.34375,27.34375000000001,1.0658141036401503e-14
0.375,0.875,32.8125,32.8125,0.0
0.4375,0.875,38.28125,38.28125,0.0
0.5,0.875,43.75,43.74999999999999,7.105427357601002e-15
0.5625,0.875,49.21875,49.21875,0.0
0.625,0.875,54.6875,54.687499999999986,1.4210854715202004e-14
0.6875,0.875,60.15625,60.156250000000014,1.4210854715202004e-14
0.75,0.875,65.625,65.62500000000001,1.4210854715202004e-14
0.8125,0.875,71.09375,71.09375,0.0
0.875,0.875,76.5625,76.56250000000001,1.4210854715202004e-14
0.9375,0.875,82.03125,82.03125,0.0
1.0,0.875,87.5,87.5,0.0
0.0,0.9375,0.0,0.0,0.0
0.0625,0.9375,5.859375,5.859375,0.0
0.125,0.9375,11.71875,11.71875,0.0
0.1875,0.9375,17.578125,17.578125000000004,3.552713678800501e-15
0.25,0.9375,23.4375,23.437500000000004,3.552713678800501e-15
0.3125,0.9375,29.296875,29.296875000000007,7.105427357601002e-15
0.375,0.9375,35.15625,35.15625,0.0
0.4375,0.9375,41.015625,41.015625,0.0
0.5,0.9375,46.875,46.875,0.0
0.5625,0.9375,52.734375,52.734375,0.0
0.625,0.9375,58.59375,58.59375,0.0
0.6875,0.9375,64.453125,64.45312500000001,1.4210854715202004e-14
0.75,0.9375,70.3125,70.31250000000001,1.4210854715202004e-14
0.8125,0.9375,76.171875,76.171875,0.0
0.875,0.9375,82.03125,82.03125,0.0
0.9375,0.9375,87.890625,87.890625,0.0
1.0,0.9375,93.75,93.75,0.0
0.0,1.0,0.0,0.0,0.0
0.0625,1.0,6.25,6.25,0.0
0.125,1.0,12.5,12.5,0.0
0.1875,1.0,18.75,18.75,0.0
0.25,1.0,25.0,25.0,0.0
0.3125,1.0,31.25,31.25,0.0
0.375,1.0,37.5,37.5,0.0
0.4375,1.0,43.75,43.75,0.0
0.5,1.0,50.0,50.0,0.0
0.5625,1.0,56.25,56.25,0.0
0.625,1.0,62.5,62.5,0.0
0.6875,1.0,68.75,68.75,0.0
0.75,1.0,75.0,75.0,0.0
0.8125,1.0,81.25,81.25,0.0
0.875,1.0,87.5,87.5,0.0
0.9375,1.0,93.75,93.75,0.0
1.0,1.0,100.0,100.0,0.0
